agent_id,employee_code,vendor_id,team,status,first_seen_active_at,identity_confidence
AGT0000187,EMP00001,VND0000010,FIELD,SUSPENDED,2026-01-06 04:21:35,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000188,EMP00023,VND0000001,T1,INACTIVE,2026-01-02 04:36:23,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000189,EMP00026,VND0000007,T2,SUSPENDED,2026-01-05 03:55:47,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000190,EMP00009,VND0000007,T3,ACTIVE,2026-01-12 18:44:10,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000191,EMP00086,VND0000009,T1,INACTIVE,2026-01-01 11:32:44,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000192,EMP00124,VND0000003,DIGITAL,ACTIVE,2026-01-01 05:11:38,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000193,EMP00019,VND0000015,T1,ACTIVE,2026-01-02 13:08:05,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000194,EMP00040,VND0000005,DIGITAL,ACTIVE,2026-01-01 08:57:45,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000195,EMP00065,VND0000014,T3,SUSPENDED,2026-01-04 07:30:47,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000196,EMP00078,VND0000002,DIGITAL,ACTIVE,2026-01-03 22:11:55,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000197,EMP00013,VND0000013,T2,ACTIVE,2026-01-02 01:38:27,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000198,EMP00063,VND0000004,T3,INACTIVE,2026-01-01 09:56:31,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000199,EMP01060,VND0000003,DIGITAL,ACTIVE,2026-01-02 00:32:24,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000200,EMP00861,VND0000006,DIGITAL,SUSPENDED,2026-01-03 10:52:30,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000201,EMP00528,VND0000013,DIGITAL,ACTIVE,2026-01-02 05:06:05,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000202,EMP00058,VND0000001,FIELD,INACTIVE,2026-01-01 19:51:06,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000203,EMP00011,VND0000007,T3,INACTIVE,2026-01-02 22:52:30,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000204,EMP00139,VND0000003,T3,ACTIVE,2026-01-01 13:15:33,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000205,EMP00018,VND0000007,T2,SUSPENDED,2026-01-02 13:47:21,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000206,EMP00015,VND0000001,DIGITAL,INACTIVE,2026-01-03 09:12:26,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000207,EMP00015,VND0000002,T2,ACTIVE,2026-01-02 10:45:01,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000208,EMP00010,VND0000006,DIGITAL,ACTIVE,2026-01-01 11:11:08,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000209,EMP00018,VND0000010,T2,ACTIVE,2026-01-03 03:02:44,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000210,EMP00085,VND0000013,DIGITAL,ACTIVE,2026-01-02 02:43:55,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000211,EMP00132,VND0000002,T1,INACTIVE,2026-01-02 00:13:06,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000212,EMP00009,VND0000004,T3,SUSPENDED,2026-01-03 08:38:04,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000213,EMP00627,VND0000009,T3,ACTIVE,2026-01-07 15:19:31,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000214,EMP00023,VND0000004,FIELD,INACTIVE,2026-01-02 00:18:49,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000215,EMP00032,VND0000001,T3,ACTIVE,2026-01-01 05:05:05,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000216,EMP00113,VND0000003,T2,ACTIVE,2026-01-01 00:40:14,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000217,EMP00391,VND0000010,DIGITAL,INACTIVE,2026-01-08 20:14:24,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000218,EMP00003,VND0000009,FIELD,ACTIVE,2026-01-01 07:34:37,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000219,EMP00017,VND0000013,T1,ACTIVE,2026-01-04 03:11:36,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000220,EMP00063,VND0000005,T2,ACTIVE,2026-01-02 13:18:27,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000221,EMP00779,VND0000007,T1,SUSPENDED,2026-01-02 02:55:33,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000222,EMP00747,VND0000013,T3,ACTIVE,2026-01-05 05:04:33,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000223,EMP00088,VND0000007,FIELD,ACTIVE,2026-01-02 14:30:57,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000224,EMP00001,VND0000006,T1,ACTIVE,2026-01-04 12:00:28,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000225,EMP00068,VND0000005,FIELD,INACTIVE,2026-01-03 01:34:10,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000226,EMP00797,VND0000001,DIGITAL,ACTIVE,2026-01-02 09:54:45,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000227,EMP00005,VND0000009,FIELD,SUSPENDED,2026-01-02 17:11:57,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000228,EMP00006,VND0000007,T1,ACTIVE,2026-01-03 08:34:46,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000229,EMP00001,VND0000009,T3,INACTIVE,2026-01-02 08:23:28,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000230,EMP00027,VND0000010,DIGITAL,INACTIVE,2026-01-02 01:11:05,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000231,EMP00022,VND0000002,DIGITAL,SUSPENDED,2026-01-01 03:00:51,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000232,EMP00526,VND0000002,T2,ACTIVE,2026-01-08 20:32:25,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000233,EMP00705,VND0000002,FIELD,ACTIVE,2026-01-02 16:07:55,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000234,EMP00075,VND0000004,DIGITAL,INACTIVE,2026-01-03 12:40:56,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000235,EMP00867,VND0000013,DIGITAL,ACTIVE,2026-01-01 04:14:31,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000236,EMP00030,VND0000007,T1,INACTIVE,2026-01-03 19:33:54,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000237,EMP00014,VND0000002,FIELD,INACTIVE,2026-01-01 07:40:00,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000238,EMP00027,VND0000004,T1,INACTIVE,2026-01-02 12:16:03,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000239,EMP00058,VND0000010,DIGITAL,ACTIVE,2026-01-01 22:59:48,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000240,EMP00027,VND0000001,T1,SUSPENDED,2026-01-01 07:01:50,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000241,EMP00047,VND0000008,FIELD,INACTIVE,2026-01-01 08:30:58,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000242,EMP00033,VND0000010,T2,SUSPENDED,2026-01-03 10:01:57,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000243,EMP00001,VND0000009,T3,INACTIVE,2026-01-01 08:29:00,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000244,EMP00008,VND0000009,DIGITAL,SUSPENDED,2026-01-04 14:35:02,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000245,EMP00035,VND0000005,DIGITAL,ACTIVE,2026-01-07 03:29:38,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000246,EMP00052,VND0000006,T3,INACTIVE,2026-01-06 01:24:49,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000247,EMP00071,VND0000008,T1,INACTIVE,2026-01-01 06:48:39,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000248,EMP00649,VND0000006,T1,SUSPENDED,2026-01-02 03:14:02,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000249,EMP00972,VND0000011,DIGITAL,ACTIVE,2026-01-01 03:34:34,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000250,EMP00020,VND0000007,T3,ACTIVE,2026-01-13 22:57:13,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000251,EMP00010,VND0000011,FIELD,ACTIVE,2026-01-05 05:52:34,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000252,EMP00002,VND0000012,T3,ACTIVE,2026-01-08 09:54:27,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000253,EMP00162,VND0000004,FIELD,INACTIVE,2026-01-02 14:28:33,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000254,EMP00805,VND0000010,DIGITAL,SUSPENDED,2026-01-01 13:15:45,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000255,EMP00001,VND0000003,T2,INACTIVE,2026-01-02 09:46:40,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000256,EMP00019,VND0000007,FIELD,SUSPENDED,2026-01-01 21:35:44,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000257,EMP00053,VND0000011,FIELD,ACTIVE,2026-01-02 20:19:59,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000258,EMP00402,VND0000002,DIGITAL,INACTIVE,2026-01-01 09:53:43,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000259,EMP00062,VND0000003,T1,SUSPENDED,2026-01-04 00:00:49,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000260,EMP00231,VND0000004,FIELD,ACTIVE,2026-01-02 05:24:05,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000261,EMP00083,VND0000004,DIGITAL,ACTIVE,2026-01-02 09:29:26,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000262,EMP00936,VND0000008,DIGITAL,INACTIVE,2026-01-01 01:55:36,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000263,EMP00029,VND0000006,FIELD,ACTIVE,2026-01-04 20:48:02,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000264,EMP00045,VND0000002,T1,SUSPENDED,2026-01-01 08:39:55,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000265,EMP00878,VND0000006,DIGITAL,ACTIVE,2026-01-11 13:04:11,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000266,EMP00138,VND0000001,DIGITAL,INACTIVE,2026-01-02 10:07:57,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000267,EMP00694,VND0000004,T2,SUSPENDED,2026-01-04 12:12:39,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000268,EMP00152,VND0000009,T1,INACTIVE,2026-01-01 11:28:12,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000269,EMP00003,VND0000005,T1,INACTIVE,2026-01-02 08:08:44,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000270,EMP00006,VND0000007,FIELD,INACTIVE,2026-01-01 10:44:31,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000271,EMP00021,VND0000008,T2,INACTIVE,2026-01-01 20:35:27,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000272,EMP00048,VND0000005,T1,SUSPENDED,2026-01-02 23:00:19,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000273,EMP00881,VND0000001,T3,SUSPENDED,2026-01-07 18:24:10,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000274,EMP00003,VND0000012,T2,INACTIVE,2026-01-01 14:07:28,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000275,EMP00920,VND0000004,T1,INACTIVE,2026-01-02 05:52:19,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000276,EMP00554,VND0000008,T3,INACTIVE,2026-01-11 00:30:05,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000277,EMP00020,VND0000004,DIGITAL,INACTIVE,2026-01-04 02:25:23,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000278,EMP00792,VND0000010,FIELD,ACTIVE,2026-01-08 11:04:45,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000279,EMP00045,VND0000003,T3,ACTIVE,2026-01-03 19:07:00,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000280,EMP00470,VND0000004,FIELD,INACTIVE,2026-01-02 03:41:33,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000281,EMP00381,VND0000012,FIELD,SUSPENDED,2026-01-10 09:52:08,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000282,EMP00221,VND0000001,T1,ACTIVE,2026-01-03 08:43:41,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000283,EMP00909,VND0000011,FIELD,INACTIVE,2026-01-05 11:56:16,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000284,EMP00141,VND0000012,T3,INACTIVE,2026-01-03 11:02:25,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000285,EMP00039,VND0000009,T2,ACTIVE,2026-01-02 10:21:46,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000286,EMP00676,VND0000004,DIGITAL,INACTIVE,2026-01-06 15:54:34,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000287,EMP00932,VND0000008,T3,INACTIVE,2026-01-02 00:55:50,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000288,EMP00068,VND0000006,T1,INACTIVE,2026-01-02 07:59:49,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000289,EMP00592,VND0000002,T2,INACTIVE,2026-01-01 18:39:56,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000290,EMP00009,VND0000006,DIGITAL,INACTIVE,2026-01-01 13:18:31,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000291,EMP00288,VND0000004,T2,SUSPENDED,2026-01-02 06:26:02,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000292,EMP00056,VND0000004,T1,INACTIVE,2026-01-02 06:12:15,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000293,EMP00043,VND0000006,T3,INACTIVE,2026-01-02 04:52:25,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000294,EMP00020,VND0000002,T3,ACTIVE,2026-01-03 18:21:31,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000295,EMP00012,VND0000013,DIGITAL,INACTIVE,2026-01-07 12:43:52,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000296,EMP00037,VND0000009,T3,INACTIVE,2026-01-01 23:35:11,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000297,EMP00024,VND0000008,T1,ACTIVE,2026-01-08 09:41:46,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000298,EMP00034,VND0000006,T2,SUSPENDED,2026-01-01 17:29:31,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000299,EMP00058,VND0000005,T1,SUSPENDED,2026-01-02 13:01:42,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000300,EMP00043,VND0000001,DIGITAL,INACTIVE,2026-01-03 15:22:04,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000301,EMP00067,VND0000003,T1,SUSPENDED,2026-01-03 12:24:07,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000302,EMP00184,VND0000006,DIGITAL,INACTIVE,2026-01-04 22:37:17,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000303,EMP00017,VND0000007,FIELD,ACTIVE,2026-01-02 10:21:18,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000304,EMP00306,VND0000014,T2,INACTIVE,2026-01-05 08:44:50,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000305,EMP00159,VND0000007,T1,SUSPENDED,2026-01-04 02:01:59,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000306,EMP00069,VND0000006,DIGITAL,INACTIVE,2026-01-04 03:30:17,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000307,EMP00586,VND0000001,FIELD,INACTIVE,2026-01-03 23:26:21,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000308,EMP00187,VND0000010,T3,SUSPENDED,2026-01-04 11:38:33,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000309,EMP00019,VND0000008,T3,SUSPENDED,2026-01-02 00:45:54,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000310,EMP00033,VND0000003,T3,INACTIVE,2026-01-01 16:57:43,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000311,EMP00391,VND0000008,FIELD,SUSPENDED,2026-01-05 11:46:24,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000312,EMP00681,VND0000003,DIGITAL,SUSPENDED,2026-01-02 12:17:10,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000313,EMP00918,VND0000001,DIGITAL,INACTIVE,2026-01-04 16:02:11,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000314,EMP00739,VND0000013,T1,INACTIVE,2026-01-01 19:42:54,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000315,EMP00063,VND0000006,T2,INACTIVE,2026-01-04 20:52:51,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000316,EMP00096,VND0000007,FIELD,INACTIVE,2026-01-02 08:33:37,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000317,EMP00003,VND0000010,DIGITAL,INACTIVE,2026-01-06 20:40:33,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000318,EMP00076,VND0000010,T1,INACTIVE,2026-01-01 00:28:57,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000319,EMP00001,VND0000005,T3,ACTIVE,2026-01-02 10:20:16,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000320,EMP00006,VND0000004,T3,INACTIVE,2026-01-06 23:26:09,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000321,EMP00041,VND0000013,T2,ACTIVE,2026-01-01 12:02:57,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000322,EMP00031,VND0000003,T1,ACTIVE,2026-01-02 10:22:17,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000323,EMP00979,VND0000005,T1,SUSPENDED,2026-01-03 20:45:34,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000324,EMP00007,VND0000005,T1,ACTIVE,2026-01-08 03:39:51,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000325,EMP00051,VND0000008,T2,SUSPENDED,2026-01-01 21:37:47,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000326,EMP00027,VND0000011,T2,INACTIVE,2026-01-01 19:21:40,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000327,EMP00049,VND0000005,T1,INACTIVE,2026-01-01 10:47:18,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000328,EMP00677,VND0000009,FIELD,SUSPENDED,2026-01-11 21:51:15,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000329,EMP00052,VND0000003,FIELD,SUSPENDED,2026-01-04 04:03:44,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000330,EMP00014,VND0000007,DIGITAL,ACTIVE,2026-01-01 20:09:03,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000331,EMP00017,VND0000004,T1,INACTIVE,2026-01-02 23:20:39,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000332,EMP00040,VND0000004,DIGITAL,SUSPENDED,2026-01-10 11:57:51,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000333,EMP00098,VND0000007,T2,ACTIVE,2026-01-01 15:01:15,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000334,EMP00797,VND0000010,FIELD,ACTIVE,2026-01-03 06:10:57,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000335,EMP00530,VND0000002,FIELD,SUSPENDED,2026-01-01 08:12:02,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000336,EMP00019,VND0000007,T1,INACTIVE,2026-01-01 11:43:51,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000337,EMP00018,VND0000005,T3,INACTIVE,2026-01-04 21:29:48,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000338,EMP00173,VND0000010,T3,SUSPENDED,2026-01-01 15:58:51,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000339,EMP00397,VND0000002,FIELD,INACTIVE,2026-01-05 02:45:22,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000340,EMP00198,VND0000010,DIGITAL,INACTIVE,2026-01-02 04:10:18,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000341,EMP00824,VND0000015,T1,INACTIVE,2026-01-02 19:13:30,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000342,EMP00809,VND0000004,T2,SUSPENDED,2026-01-03 14:35:06,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000343,EMP00006,VND0000011,T2,SUSPENDED,2026-01-03 02:25:35,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000344,EMP00013,VND0000012,DIGITAL,SUSPENDED,2026-01-02 07:11:53,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000345,EMP00840,VND0000005,T3,INACTIVE,2026-01-03 06:25:48,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000346,EMP00897,VND0000008,FIELD,INACTIVE,2026-01-01 00:56:22,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000347,EMP00155,VND0000001,DIGITAL,ACTIVE,2026-01-06 16:53:14,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000348,EMP00046,VND0000006,T1,ACTIVE,2026-01-01 11:22:26,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000349,EMP00095,VND0000002,T1,ACTIVE,2026-01-03 03:35:50,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000350,EMP00009,VND0000008,T3,ACTIVE,2026-01-01 14:45:37,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000351,EMP00032,VND0000002,T1,ACTIVE,2026-01-05 18:21:57,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000352,EMP00134,VND0000002,DIGITAL,INACTIVE,2026-01-02 01:18:14,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000353,EMP01050,VND0000006,FIELD,SUSPENDED,2026-01-02 22:14:33,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000354,EMP00003,VND0000009,DIGITAL,SUSPENDED,2026-01-01 20:03:40,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000355,EMP00056,VND0000003,FIELD,INACTIVE,2026-01-04 00:11:16,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000356,EMP01001,VND0000005,T2,INACTIVE,2026-01-03 14:17:41,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000357,EMP00228,VND0000013,DIGITAL,SUSPENDED,2026-01-01 08:58:58,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000358,EMP00098,VND0000007,DIGITAL,SUSPENDED,2026-01-02 20:29:16,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000359,EMP00010,VND0000012,T1,ACTIVE,2026-01-03 00:34:18,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000360,EMP00063,VND0000011,T1,INACTIVE,2026-01-05 08:52:43,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000361,EMP00089,VND0000003,DIGITAL,ACTIVE,2026-01-03 12:03:33,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000362,EMP00057,VND0000007,T1,SUSPENDED,2026-01-01 13:00:28,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000363,EMP00050,VND0000008,DIGITAL,SUSPENDED,2026-01-03 19:07:19,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000364,EMP00041,VND0000005,DIGITAL,ACTIVE,2026-01-06 21:12:27,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000365,EMP00569,VND0000010,FIELD,ACTIVE,2026-01-01 10:43:31,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000366,EMP00784,VND0000008,T1,INACTIVE,2026-01-02 04:24:56,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000367,EMP00019,VND0000015,DIGITAL,INACTIVE,2026-01-06 03:43:00,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000368,EMP00040,VND0000007,FIELD,SUSPENDED,2026-01-01 04:11:13,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000369,EMP00095,VND0000002,T2,INACTIVE,2026-01-02 18:19:43,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000370,EMP00010,VND0000010,T2,ACTIVE,2026-01-03 03:11:21,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000371,EMP00404,VND0000011,FIELD,SUSPENDED,2026-01-02 03:55:14,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000372,EMP00007,VND0000001,DIGITAL,INACTIVE,2026-01-06 16:39:14,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
