dpd_bucket,risk_segment,geography,accounts,recovered,outstanding,month,recovery_per_account,recovery_rate
61-90,NPA,Karnataka,123,458990.36,42473146.87,2026-02,3731.628943089431,0.010806601201574683
61-90,NPA,Maharashtra,229,1460864.42,79085598.2,2026-02,6379.320611353712,0.01847193993912282
61-90,NPA,Odisha,116,243751.35,37876288.09,2026-02,2101.3047413793106,0.00643546034449861
61-90,NPA,Rajasthan,125,768979.72,44180900.95,2026-02,6151.837759999999,0.017405252121731572
61-90,NPA,Tamil Nadu,99,312680.23,30028069.43,2026-02,3158.3861616161616,0.010412931498273813
61-90,NPA,Telangana,116,632767.9,36801495.69,2026-02,5454.895689655173,0.017194081059372292
61-90,NPA,UNKNOWN,114,836422.13,38523046.45,2026-02,7337.036228070176,0.021712252977853466
61-90,NPA,West Bengal,107,1229499.27,37660983.6,2026-02,11490.647383177571,0.032646499174280724
90+,HIGH,Delhi,106,594858.77,35268806.730000004,2026-02,5611.875188679245,0.016866427451145014
90+,HIGH,Haryana,106,493394.99,33946640.03,2026-02,4654.669716981132,0.014534427842165444
90+,HIGH,Karnataka,113,368493.88,43455235.79,2026-02,3261.0077876106193,0.008479849972067082
90+,HIGH,Maharashtra,216,635045.2,73909646.77,2026-02,2940.0240740740737,0.008592182857756066
90+,HIGH,Odisha,123,882161.01,45252138.63,2026-02,7172.040731707317,0.019494349586721398
90+,HIGH,Rajasthan,93,464797.57,32900668.81,2026-02,4997.823333333334,0.014127298526488526
90+,HIGH,Tamil Nadu,115,447294.58,40808603.14,2026-02,3889.518086956522,0.010960791244568927
90+,HIGH,Telangana,116,346098.52,39462391.64,2026-02,2983.607931034483,0.00877033817811454
90+,HIGH,UNKNOWN,125,393829.73,47623982.42,2026-02,3150.63784,0.008269567347954686
90+,HIGH,West Bengal,105,899505.08,32834693.46,2026-02,8566.715047619047,0.027394958966064302
90+,LOW,Delhi,111,592499.8,39170469.76,2026-02,5337.836036036037,0.015126185711590507
90+,LOW,Haryana,93,1333873.72,32865850.9,2026-02,14342.728172043011,0.040585400452845116
90+,LOW,Karnataka,115,519831.25999999995,36717939.46,2026-02,4520.271826086956,0.014157419170166035
90+,LOW,Maharashtra,239,1944532.8699999999,82374411.89,2026-02,8136.120794979079,0.023606030384734803
90+,LOW,Odisha,121,622250.64,44508099.14,2026-02,5142.567272727273,0.013980615933354371
90+,LOW,Rajasthan,107,473941.91000000003,39577805.58,2026-02,4429.363644859814,0.011974941587956532
90+,LOW,Tamil Nadu,122,608224.25,41796283.5,2026-02,4985.444672131148,0.014552113227962004
90+,LOW,Telangana,120,924645.95,42935395.07,2026-02,7705.3829166666665,0.02153575036383146
90+,LOW,UNKNOWN,145,663096.35,48778263.64,2026-02,4573.078275862069,0.013594095002927414
90+,LOW,West Bengal,113,680642.96,40709659.57,2026-02,6023.3890265486725,0.01671944612628457
90+,MEDIUM,Delhi,102,678562.84,32251576.81,2026-02,6652.576862745098,0.021039679516990414
90+,MEDIUM,Haryana,97,749670.9500000001,31694117.88,2026-02,7728.566494845361,0.023653314878123374
90+,MEDIUM,Karnataka,105,410930.67,36762247.76,2026-02,3913.6254285714285,0.01117806159957179
90+,MEDIUM,Maharashtra,189,845043.07,58610067.04,2026-02,4471.127354497355,0.0144180532914811
90+,MEDIUM,Odisha,110,763690.1699999999,41273360.26,2026-02,6942.637909090909,0.018503222543286083
90+,MEDIUM,Rajasthan,104,717690.8,37462191.39,2026-02,6900.873076923077,0.019157736730574106
90+,MEDIUM,Tamil Nadu,105,838375.4,38245221.98,2026-02,7984.527619047619,0.021921049391174174
90+,MEDIUM,Telangana,119,1101447.27,43943559.74,2026-02,9255.859411764706,0.02506504426398115
90+,MEDIUM,UNKNOWN,130,322514.6,41074330.13,2026-02,2480.881538461538,0.007851974675648837
90+,MEDIUM,West Bengal,88,553363.8300000001,29786413.5,2026-02,6288.225340909092,0.018577726049495688
90+,NPA,Delhi,115,1319748.83,40736209.24,2026-02,11476.076782608696,0.03239743841221491
90+,NPA,Haryana,95,314199.47,35533782.65,2026-02,3307.3628421052626,0.008842274775381955
90+,NPA,Karnataka,92,541948.65,34048111.13,2026-02,5890.746195652174,0.01591714289026993
90+,NPA,Maharashtra,213,1102987.1099999999,74935834.22,2026-02,5178.343239436619,0.014719087623176391
90+,NPA,Odisha,126,476810.12,42114702.67,2026-02,3784.2073015873016,0.011321702155566944
90+,NPA,Rajasthan,111,1155436.6,39361954.74,2026-02,10409.33873873874,0.029354146856579614
90+,NPA,Tamil Nadu,119,234770.56,39403828.09,2026-02,1972.8618487394958,0.005958064771366228
90+,NPA,Telangana,129,499286.38,42366615.63,2026-02,3870.437054263566,0.011784901214683122
90+,NPA,UNKNOWN,111,722708.12,40216772.54,2026-02,6510.883963963964,0.01797031622269508
90+,NPA,West Bengal,100,1008159.09,33554462.48,2026-02,10081.5909,0.030045454925731834
0-30,HIGH,Delhi,260,1319737.33,94101201.7,2026-03,5075.912807692308,0.014024659687209924
0-30,HIGH,Haryana,250,1479672.1,85365156.16,2026-03,5918.6884,0.017333443369173356
0-30,HIGH,Karnataka,235,1569806.35,81570820.61,2026-03,6680.027021276596,0.019244704641448136
0-30,HIGH,Maharashtra,500,3370203.08,178780561.96,2026-03,6740.40616,0.018851059886219858
0-30,HIGH,Odisha,282,1723492.82,94892596.18,2026-03,6111.676666666667,0.01816256367072873
0-30,HIGH,Rajasthan,262,2262649.0,93766048.92,2026-03,8636.064885496184,0.024130791753105254
0-30,HIGH,Tamil Nadu,243,1368219.5,89704373.02,2026-03,5630.5329218107,0.015252539580148999
0-30,HIGH,Telangana,274,1577719.4,100884644.58,2026-03,5758.099999999999,0.015638845798271038
0-30,HIGH,UNKNOWN,277,1545032.69,95773908.42,2026-03,5577.735342960289,0.016132083523463663
0-30,HIGH,West Bengal,271,2240586.23,90522326.61,2026-03,8267.845867158672,0.024751752566559447
0-30,LOW,Delhi,239,1688612.94,90433958.6,2026-03,7065.32610878661,0.01867233245277842
0-30,LOW,Haryana,244,1764341.65,90734182.65,2026-03,7230.9084016393435,0.019445170480080362
0-30,LOW,Karnataka,232,1254903.35,75424651.7,2026-03,5409.066163793103,0.016637840834736
0-30,LOW,Maharashtra,497,3690041.74,171393580.1,2026-03,7424.631267605634,0.021529638028723343
0-30,LOW,Odisha,230,2598907.87,78282593.94,2026-03,11299.599434782609,0.033199051528516585
0-30,LOW,Rajasthan,215,1788017.47,80240228.73,2026-03,8316.360325581396,0.022283304749996315
0-30,LOW,Tamil Nadu,237,1190305.75,85665036.74,2026-03,5022.387130801688,0.013894884019167235
0-30,LOW,Telangana,273,1557373.04,97815753.98,2026-03,5704.663150183151,0.01592149502132785
0-30,LOW,UNKNOWN,281,1476797.9,94899655.78,2026-03,5255.508540925267,0.015561678152169162
0-30,LOW,West Bengal,254,1880027.21,89695021.8,2026-03,7401.681929133858,0.020960217995063802
0-30,MEDIUM,Delhi,273,1531801.29,97672787.86,2026-03,5610.9937362637365,0.01568298933164085
0-30,MEDIUM,Haryana,245,1387318.56,83387156.88,2026-03,5662.524734693878,0.016637077122037502
0-30,MEDIUM,Karnataka,292,1515993.76,100846440.92,2026-03,5191.759452054795,0.01503269472050695
0-30,MEDIUM,Maharashtra,501,3255200.42,175832140.38,2026-03,6497.406027944112,0.018513113774108744
0-30,MEDIUM,Odisha,272,709805.39,90480390.64,2026-03,2609.5786397058823,0.007844853287870376
0-30,MEDIUM,Rajasthan,276,2005566.83,97393916.18,2026-03,7266.546485507247,0.020592321457670745
0-30,MEDIUM,Tamil Nadu,259,2049100.21,90640219.18,2026-03,7911.583822393823,0.022606964419743362
0-30,MEDIUM,Telangana,279,1173923.52,94278014.57000001,2026-03,4207.611182795699,0.012451720852992502
0-30,MEDIUM,UNKNOWN,254,1748958.3800000001,88284386.23,2026-03,6885.662913385827,0.019810506191248627
0-30,MEDIUM,West Bengal,242,1505803.9,83422913.96,2026-03,6222.330165289256,0.018050243374644163
0-30,NPA,Delhi,261,1291062.05,97977102.9,2026-03,4946.597892720307,0.013177181318758915
0-30,NPA,Haryana,220,1689686.68,79031723.79,2026-03,7680.393999999999,0.021379853544505355
0-30,NPA,Karnataka,264,1818207.54,87728021.72,2026-03,6887.149772727273,0.020725504854117668
0-30,NPA,Maharashtra,481,2555000.57,169702162.14,2026-03,5311.851496881496,0.015055792676891111
0-30,NPA,Odisha,264,2255104.8,97152369.48,2026-03,8542.063636363635,0.023212041168632954
0-30,NPA,Rajasthan,225,1560178.81,77274806.09,2026-03,6934.128044444445,0.02019000614744862
0-30,NPA,Tamil Nadu,250,1809146.6400000001,91066354.98,2026-03,7236.586560000001,0.019866246325520826
0-30,NPA,Telangana,265,1892243.73,91116906.58,2026-03,7140.542377358491,0.02076720776663575
0-30,NPA,UNKNOWN,280,2274421.61,97530882.49,2026-03,8122.934321428571,0.02332001466543892
0-30,NPA,West Bengal,230,2447707.32,86306351.66,2026-03,10642.205739130433,0.028360685777132986
31-60,HIGH,Delhi,104,1000108.41,34468044.2,2026-03,9616.42701923077,0.02901552534274631
31-60,HIGH,Haryana,96,318390.24,37246212.92,2026-03,3316.565,0.008548258065426964
31-60,HIGH,Karnataka,107,492511.42000000004,40716246.8,2026-03,4602.91046728972,0.012096189081946523
31-60,HIGH,Maharashtra,228,1568213.41,73283582.57,2026-03,6878.12899122807,0.021399245983942623
31-60,HIGH,Odisha,82,821923.24,28206307.24,2026-03,10023.454146341463,0.029139696770884356
31-60,HIGH,Rajasthan,79,542382.93,28195607.64,2026-03,6865.606708860761,0.01923643345180271
31-60,HIGH,Tamil Nadu,108,738515.74,38436543.04,2026-03,6838.108703703703,0.01921389598516818
31-60,HIGH,Telangana,88,373050.54,31446349.26,2026-03,4239.210681818182,0.011863079460054307
31-60,HIGH,UNKNOWN,112,519747.66,37599899.43,2026-03,4640.604107142857,0.0138231130369808
31-60,HIGH,West Bengal,93,557399.49,32165818.87,2026-03,5993.542903225806,0.017328938282366195
31-60,LOW,Delhi,110,355716.33999999997,40879665.53,2026-03,3233.784909090909,0.008701547221294008
31-60,LOW,Haryana,98,611159.54,37357081.03,2026-03,6236.321836734694,0.01635993828075598
31-60,LOW,Karnataka,103,469091.53,34900547.03,2026-03,4554.286699029127,0.013440807377511183
31-60,LOW,Maharashtra,227,938883.0499999999,79748324.88,2026-03,4136.048678414097,0.01177307550237286
31-60,LOW,Odisha,98,475635.60000000003,31179938.43,2026-03,4853.424489795919,0.015254539423412199
31-60,LOW,Rajasthan,91,347332.87,31424306.0,2026-03,3816.844725274725,0.011053000502222706
31-60,LOW,Tamil Nadu,104,667371.88,37868668.01,2026-03,6417.037307692308,0.017623325959702802
31-60,LOW,Telangana,112,956384.33,36398834.18,2026-03,8539.145803571428,0.02627513632086334
31-60,LOW,UNKNOWN,113,770107.73,38125941.81,2026-03,6815.112654867256,0.020199048035005118
31-60,LOW,West Bengal,113,705108.04,39281151.44,2026-03,6239.8941592920355,0.01795028949385604
31-60,MEDIUM,Delhi,110,315307.83999999997,39754081.21,2026-03,2866.4349090909086,0.007931458366108217
31-60,MEDIUM,Haryana,107,659901.35,39383732.21,2026-03,6167.302336448598,0.01675568345024556
31-60,MEDIUM,Karnataka,95,297874.76,36023477.99,2026-03,3135.5237894736842,0.008268906186201373
31-60,MEDIUM,Maharashtra,176,1148304.43,59253856.54,2026-03,6524.456988636363,0.019379404093720444
31-60,MEDIUM,Odisha,104,732106.02,35845604.67,2026-03,7039.480961538462,0.02042387139901468
31-60,MEDIUM,Rajasthan,99,102008.5,36383992.5,2026-03,1030.388888888889,0.002803664276261051
31-60,MEDIUM,Tamil Nadu,115,995786.13,39997501.92,2026-03,8659.009826086956,0.024896208067986262
31-60,MEDIUM,Telangana,99,680968.73,33661245.0,2026-03,6878.47202020202,0.020230051799925996
31-60,MEDIUM,UNKNOWN,110,726587.7,36065505.33,2026-03,6605.342727272727,0.020146333549237973
31-60,MEDIUM,West Bengal,107,969211.03,37680041.33,2026-03,9058.047009345795,0.02572213287962442
31-60,NPA,Delhi,101,580825.51,35201462.28,2026-03,5750.747623762376,0.016500039270527712
31-60,NPA,Haryana,107,605933.06,35236058.17,2026-03,5662.925794392524,0.017196391749514473
31-60,NPA,Karnataka,108,984205.92,36058068.36,2026-03,9113.017777777779,0.02729502618314965
31-60,NPA,Maharashtra,209,1270453.19,76839834.19,2026-03,6078.723397129186,0.01653378359534953
31-60,NPA,Odisha,108,1000659.14,36137212.73,2026-03,9265.362407407407,0.027690545684207785
31-60,NPA,Rajasthan,97,588944.49,30607633.94,2026-03,6071.592680412371,0.019241751621654424
31-60,NPA,Tamil Nadu,107,560005.28,35664984.45,2026-03,5233.694205607477,0.015701823192579577
31-60,NPA,Telangana,81,478792.94,29508515.32,2026-03,5911.023950617284,0.016225585557518317
31-60,NPA,UNKNOWN,95,651181.86,33486228.05,2026-03,6854.545894736842,0.01944625889269126
31-60,NPA,West Bengal,100,883328.24,31651471.47,2026-03,8833.2824,0.027907967591245766
61-90,HIGH,Delhi,101,795095.98,35949194.2,2026-03,7872.2374257425745,0.02211721285257626
61-90,HIGH,Haryana,102,422654.7,40293340.99,2026-03,4143.673529411765,0.010489442910799937
61-90,HIGH,Karnataka,94,753783.5800000001,33622762.69,2026-03,8018.97425531915,0.022418847224121432
61-90,HIGH,Maharashtra,206,1763766.5,70848701.67,2026-03,8561.973300970874,0.024894831640180148
61-90,HIGH,Odisha,93,829204.26,31695020.25,2026-03,8916.174838709678,0.026161972873325424
61-90,HIGH,Rajasthan,91,501192.35,30805166.240000002,2026-03,5507.608241758241,0.016269749888549862
61-90,HIGH,Tamil Nadu,122,459351.76,42435465.52,2026-03,3765.178360655738,0.010824713582640108
61-90,HIGH,Telangana,89,967519.32,27004156.07,2026-03,10871.003595505617,0.03582853385575178
61-90,HIGH,UNKNOWN,106,615969.49,36626315.33,2026-03,5811.032924528302,0.01681767560974035
61-90,HIGH,West Bengal,115,526527.24,45006576.97,2026-03,4578.497739130435,0.011698895482563957
61-90,LOW,Delhi,98,488824.61,33758987.81,2026-03,4988.006224489795,0.014479836088426845
61-90,LOW,Haryana,112,515578.7,38262859.64,2026-03,4603.38125,0.013474651525026476
61-90,LOW,Karnataka,116,672223.25,40100172.63,2026-03,5795.0280172413795,0.016763599902736875
61-90,LOW,Maharashtra,184,1000283.48,59809796.58,2026-03,5436.323260869565,0.016724408662083433
61-90,LOW,Odisha,112,1157287.35,39568922.93,2026-03,10332.922767857144,0.02924738062866449
61-90,LOW,Rajasthan,93,599595.6799999999,32306799.77,2026-03,6447.265376344085,0.018559426630575238
61-90,LOW,Tamil Nadu,94,346910.53,31002461.26,2026-03,3690.5375531914897,0.011189773840556038
61-90,LOW,Telangana,106,598049.63,40986642.25,2026-03,5641.977641509434,0.014591330179041441
61-90,LOW,UNKNOWN,113,592498.14,39126415.23,2026-03,5243.346371681416,0.015143174669007367
61-90,LOW,West Bengal,108,147381.28,39201026.73,2026-03,1364.6414814814814,0.003759628058088876
61-90,MEDIUM,Delhi,122,1133617.12,43905283.26,2026-03,9291.943606557377,0.025819606111795308
61-90,MEDIUM,Haryana,88,380865.94,29257461.88,2026-03,4328.022045454545,0.013017736861868894
61-90,MEDIUM,Karnataka,77,186711.71,28488463.35,2026-03,2424.8274025974024,0.006553941071026563
61-90,MEDIUM,Maharashtra,195,1144105.07,73102564.1,2026-03,5867.205487179487,0.015650683174873753
61-90,MEDIUM,Odisha,116,631220.22,41736984.04,2026-03,5441.553620689655,0.0151237621624756
61-90,MEDIUM,Rajasthan,96,486202.07,30870074.26,2026-03,5064.604895833333,0.01574994818298827
61-90,MEDIUM,Tamil Nadu,92,216977.26,32646173.04,2026-03,2358.4484782608697,0.006646330635267625
61-90,MEDIUM,Telangana,106,854946.38,36356481.31,2026-03,8065.5318867924525,0.023515652483257325
61-90,MEDIUM,UNKNOWN,99,729419.2,32218378.419999998,2026-03,7367.870707070707,0.022639848303079184
61-90,MEDIUM,West Bengal,121,951643.58,41789928.65,2026-03,7864.822975206611,0.022772079559413173
61-90,NPA,Delhi,91,686025.9,30942448.63,2026-03,7538.746153846154,0.02217102816274434
61-90,NPA,Haryana,96,635037.47,33149698.61,2026-03,6614.973645833333,0.01915665893289399
61-90,NPA,Karnataka,114,426526.86,40094492.019999996,2026-03,3741.463684210526,0.010638041249836491
61-90,NPA,Maharashtra,216,999783.85,74489553.31,2026-03,4628.628935185185,0.013421799508439016
61-90,NPA,Odisha,108,606839.11,34559850.38,2026-03,5618.880648148148,0.017559078043670625
61-90,NPA,Rajasthan,121,1123786.85,43307472.18,2026-03,9287.494628099173,0.025949028965005737
61-90,NPA,Tamil Nadu,90,348377.75,27370634.8,2026-03,3870.863888888889,0.012728157477735957
61-90,NPA,Telangana,109,420999.15,34311128.15,2026-03,3862.3775229357802,0.012270046853589104
61-90,NPA,UNKNOWN,105,874934.23,35685417.92,2026-03,8332.706952380951,0.02451797627707312
61-90,NPA,West Bengal,95,856053.86,33640779.019999996,2026-03,9011.093263157894,0.025446909522846124
90+,HIGH,Delhi,93,419092.13,30958315.65,2026-03,4506.366989247312,0.013537303990890733
90+,HIGH,Haryana,97,292109.19,30680928.54,2026-03,3011.4349484536083,0.009520871886884556
90+,HIGH,Karnataka,108,163939.46000000002,39935632.47,2026-03,1517.9579629629632,0.004105092366401178
90+,HIGH,Maharashtra,196,1293213.41,68762350.18,2026-03,6598.0276020408155,0.018806998402683156
90+,HIGH,Odisha,117,1292693.1199999999,42731622.02,2026-03,11048.659145299145,0.030251440476445547
90+,HIGH,Rajasthan,84,639984.61,30315042.89,2026-03,7618.864404761905,0.021111123356223626
90+,HIGH,Tamil Nadu,108,933522.22,39372126.15,2026-03,8643.72425925926,0.023710231356149407
90+,HIGH,Telangana,109,477440.3,36622646.64,2026-03,4380.18623853211,0.013036750311719142
90+,HIGH,UNKNOWN,111,815483.4299999999,42836329.54,2026-03,7346.697567567567,0.019037191999340473
90+,HIGH,West Bengal,93,135215.03,28861773.25,2026-03,1453.925053763441,0.004684917618497332
90+,LOW,Delhi,106,1133495.84,37800403.2,2026-03,10693.356981132076,0.029986342579541584
90+,LOW,Haryana,88,549532.5399999999,29808313.97,2026-03,6244.687954545454,0.018435545886730336
90+,LOW,Karnataka,106,395679.17,34407606.5,2026-03,3732.822358490566,0.011499758636219
90+,LOW,Maharashtra,223,1395634.14,77676726.08,2026-03,6258.449058295963,0.017967211163902853
90+,LOW,Odisha,110,820965.93,40596794.25,2026-03,7463.326636363637,0.020222432464602796
90+,LOW,Rajasthan,101,989904.19,35704841.47,2026-03,9801.031584158416,0.027724648793966484
90+,LOW,Tamil Nadu,110,602560.61,37572018.74,2026-03,5477.823727272727,0.016037482951601442
90+,LOW,Telangana,107,321620.04,37944102.62,2026-03,3005.79476635514,0.008476153546729998
90+,LOW,UNKNOWN,129,443117.9,43758733.4,2026-03,3435.0224806201554,0.010126387707556453
90+,LOW,West Bengal,100,518627.57,36590347.38,2026-03,5186.2757,0.014173890305383593
90+,MEDIUM,Delhi,95,337856.61,30671127.330000002,2026-03,3556.3853684210526,0.011015461100105576
90+,MEDIUM,Haryana,92,382466.95999999996,30037808.26,2026-03,4157.249565217391,0.012732851767660891
90+,MEDIUM,Karnataka,93,245329.82,32916662.259999998,2026-03,2637.955053763441,0.007453058820551268
90+,MEDIUM,Maharashtra,164,826961.33,51525849.44,2026-03,5042.447134146341,0.016049445841023285
90+,MEDIUM,Odisha,104,586663.77,38621361.1,2026-03,5640.997788461538,0.015190137097472725
90+,MEDIUM,Rajasthan,94,783445.29,34334895.4,2026-03,8334.524361702128,0.022817756712897982
90+,MEDIUM,Tamil Nadu,100,674719.84,36771783.73,2026-03,6747.198399999999,0.01834884717462141
90+,MEDIUM,Telangana,112,1071930.21,40750494.35,2026-03,9570.80544642857,0.026304716718117554
90+,MEDIUM,UNKNOWN,118,483226.84,37287684.04,2026-03,4095.142711864407,0.012959422191027557
90+,MEDIUM,West Bengal,86,925889.8500000001,28531123.16,2026-03,10766.161046511628,0.032451924335669936
90+,NPA,Delhi,101,618177.0900000001,34626397.62,2026-03,6120.565247524753,0.017852769346209572
90+,NPA,Haryana,87,1179100.0,33544949.27,2026-03,13552.87356321839,0.035149851934773844
90+,NPA,Karnataka,81,486556.95999999996,29458209.87,2026-03,6006.876049382716,0.016516854287724578
90+,NPA,Maharashtra,195,1448701.44,67523681.01,2026-03,7429.238153846153,0.021454716602097752
90+,NPA,Odisha,113,444160.89,36530975.63,2026-03,3930.6273451327434,0.012158473250170899
90+,NPA,Rajasthan,104,293697.16,36443869.410000004,2026-03,2824.011153846154,0.00805889069285851
90+,NPA,Tamil Nadu,114,308654.44999999995,37589292.75,2026-03,2707.495175438596,0.008211233237422377
90+,NPA,Telangana,124,410171.34,40806080.2,2026-03,3307.8333870967745,0.010051721164827785
90+,NPA,UNKNOWN,102,576517.64,37496924.55,2026-03,5652.133725490196,0.015375064673137309
90+,NPA,West Bengal,90,391700.28,29479208.29,2026-03,4352.225333333334,0.013287340560393322
0-30,HIGH,Delhi,244,1189359.7,87723183.88,2026-04,4874.425,0.0135581000072566
0-30,HIGH,Haryana,226,2255339.03,77613457.02,2026-04,9979.376238938052,0.02905860808930116
0-30,HIGH,Karnataka,221,939998.72,76613431.76,2026-04,4253.387873303167,0.012269372333361195
0-30,HIGH,Maharashtra,466,2329267.08,167086193.08,2026-04,4998.42721030043,0.013940512001998627
0-30,HIGH,Odisha,267,1877972.76,88749298.73,2026-04,7033.605842696629,0.02116042365262304
0-30,HIGH,Rajasthan,245,630860.39,87020542.86,2026-04,2574.9403673469387,0.007249557050166166
0-30,HIGH,Tamil Nadu,218,1624367.86,80406756.8,2026-04,7451.22871559633,0.02020188258606645
0-30,HIGH,Telangana,247,1489221.65,88773963.16,2026-04,6029.237449392712,0.016775432761922893
0-30,HIGH,UNKNOWN,254,926983.95,86628687.53,2026-04,3649.5431102362204,0.010700657904796032
0-30,HIGH,West Bengal,255,2099335.09,83876765.79,2026-04,8232.68662745098,0.025028803509854546
0-30,LOW,Delhi,221,1237409.16,83067185.86,2026-04,5599.136470588235,0.014896485864893845
0-30,LOW,Haryana,223,1630846.97,81028348.07,2026-04,7313.215112107623,0.02012686928519287
0-30,LOW,Karnataka,209,1468735.32,66488738.75,2026-04,7027.441722488039,0.022089986178298503
0-30,LOW,Maharashtra,462,3211355.81,156807417.29,2026-04,6950.986601731602,0.020479616752190438
0-30,LOW,Odisha,214,1656278.53,73826637.75,2026-04,7739.619299065421,0.022434700813663968
0-30,LOW,Rajasthan,199,1322581.87,74255510.02,2026-04,6646.140050251257,0.017811228683821248
0-30,LOW,Tamil Nadu,222,1236928.94,80294101.94,2026-04,5571.751981981982,0.015404978823031094
0-30,LOW,Telangana,261,1430876.49,94306314.08,2026-04,5482.28540229885,0.015172647812172875
0-30,LOW,UNKNOWN,268,1922021.51,88813641.67,2026-04,7171.722052238806,0.021641061821803798
0-30,LOW,West Bengal,230,1292005.76,79441460.88,2026-04,5617.416347826087,0.01626362035249622
0-30,MEDIUM,Delhi,243,1044032.76,88332625.44,2026-04,4296.431111111111,0.011819333511253551
0-30,MEDIUM,Haryana,234,1169127.98,81211913.23,2026-04,4996.273418803418,0.014396015726029214
0-30,MEDIUM,Karnataka,265,1571731.73,93651313.13,2026-04,5931.063132075472,0.01678280503999165
0-30,MEDIUM,Maharashtra,456,3248730.21,164316739.03,2026-04,7124.408355263158,0.019771145831995032
0-30,MEDIUM,Odisha,253,1004172.74,86981459.51,2026-04,3969.062213438735,0.011544675677516691
0-30,MEDIUM,Rajasthan,260,1668581.19,92083343.03,2026-04,6417.619961538461,0.018120336806803264
0-30,MEDIUM,Tamil Nadu,238,812229.5499999999,81975482.82,2026-04,3412.729201680672,0.009908200867611553
0-30,MEDIUM,Telangana,265,1196028.03,91591730.0,2026-04,4513.313320754717,0.013058253512626086
0-30,MEDIUM,UNKNOWN,239,1291237.07,82291536.52,2026-04,5402.665564853557,0.015691006932239987
0-30,MEDIUM,West Bengal,230,1076703.3,78891572.86,2026-04,4681.318695652174,0.013647887359410419
0-30,NPA,Delhi,234,1258738.2,87051475.2,2026-04,5379.223076923076,0.014459699816781506
0-30,NPA,Haryana,204,1509433.28,73289089.24,2026-04,7399.182745098039,0.0205956070085283
0-30,NPA,Karnataka,238,1080950.92,79519458.25,2026-04,4541.810588235294,0.013593539792507325
0-30,NPA,Maharashtra,449,2834988.54,158954088.75,2026-04,6314.00565701559,0.01783526653698614
0-30,NPA,Odisha,249,1547593.06,92490714.2,2026-04,6215.233172690763,0.016732415501230932
0-30,NPA,Rajasthan,207,1548874.07,71877099.4,2026-04,7482.4834299516915,0.021548922854836294
0-30,NPA,Tamil Nadu,226,933148.8,81122631.82,2026-04,4128.976991150443,0.011502940413355048
0-30,NPA,Telangana,238,1623591.6,83733251.57,2026-04,6821.813445378151,0.01939004600391873
0-30,NPA,UNKNOWN,260,1380405.04,91639678.74,2026-04,5309.250153846154,0.01506339894442978
0-30,NPA,West Bengal,209,956250.23,78746861.38,2026-04,4575.35995215311,0.012143344042444172
31-60,HIGH,Delhi,95,328095.01,30798698.5,2026-04,3453.6316842105266,0.010652885543199172
31-60,HIGH,Haryana,91,495212.80000000005,35202977.64,2026-04,5441.898901098902,0.014067355468172267
31-60,HIGH,Karnataka,99,541228.77,37191939.82,2026-04,5466.9572727272725,0.014552313555555758
31-60,HIGH,Maharashtra,213,1346007.6,69417314.29,2026-04,6319.284507042254,0.019390084646272475
31-60,HIGH,Odisha,77,568750.52,26581822.06,2026-04,7386.37038961039,0.021396220270989207
31-60,HIGH,Rajasthan,75,297732.36,25873073.27,2026-04,3969.7648,0.011507421514753821
31-60,HIGH,Tamil Nadu,108,865605.7,38288098.79,2026-04,8014.867592592592,0.022607696055832287
31-60,HIGH,Telangana,78,542970.78,28117403.76,2026-04,6961.163846153847,0.019310843370696756
31-60,HIGH,UNKNOWN,103,825321.28,33538117.19,2026-04,8012.827961165049,0.024608455964429767
31-60,HIGH,West Bengal,87,436974.36,29604036.76,2026-04,5022.693793103448,0.014760634285876355
31-60,LOW,Delhi,99,602353.97,36176628.78,2026-04,6084.383535353535,0.016650362134710772
31-60,LOW,Haryana,90,730491.36,35043263.24,2026-04,8116.5706666666665,0.02084541485183901
31-60,LOW,Karnataka,95,491469.11,33501152.53,2026-04,5173.359052631578,0.014670214989167717
31-60,LOW,Maharashtra,206,2186470.42,71722936.93,2026-04,10613.934077669903,0.03048495381796686
31-60,LOW,Odisha,91,568554.8200000001,30097280.16,2026-04,6247.855164835166,0.018890571406369898
31-60,LOW,Rajasthan,85,1032839.3099999999,28645896.35,2026-04,12151.050705882351,0.03605540205063264
31-60,LOW,Tamil Nadu,101,917243.99,36280056.37,2026-04,9081.623663366336,0.02528231986867776
31-60,LOW,Telangana,107,883065.1799999999,35068483.52,2026-04,8252.945607476635,0.02518116243881423
31-60,LOW,UNKNOWN,108,584492.02,35767788.1,2026-04,5411.963148148148,0.0163412962066838
31-60,LOW,West Bengal,102,726334.6699999999,35213248.4,2026-04,7120.928137254901,0.02062674427957632
31-60,MEDIUM,Delhi,104,669664.8200000001,38184346.31,2026-04,6439.0848076923085,0.01753767930353762
31-60,MEDIUM,Haryana,103,329010.75,36429139.77,2026-04,3194.279126213592,0.009031526741428732
31-60,MEDIUM,Karnataka,81,496339.39999999997,31519711.85,2026-04,6127.646913580246,0.015746952331355146
31-60,MEDIUM,Maharashtra,163,1174292.81,54925472.35,2026-04,7204.25036809816,0.021379748953583647
31-60,MEDIUM,Odisha,100,328788.16,33774959.88,2026-04,3287.8815999999997,0.00973467211117824
31-60,MEDIUM,Rajasthan,89,507134.69999999995,32352525.62,2026-04,5698.142696629213,0.015675273886082464
